Categorie;Ordre;Famille;Nom_EN;Nom_LT;Nom_FR;Url_EN;Url_FR;english_name_snake_case;bird_name;bird_name_raw;dataset_part;folder;nb_images
Swifts;Caprimulgiformes;Apodidae;White-rumped swift;Apus caffer;martinet cafre;https://en.wikipedia.org/wiki/White-rumped_swift;https://fr.wikipedia.org/wiki/Martinet_cafre;white_rumped_swift;white_rumped_swift;White-rumped Swift;DIB-10K_30;2830.White-rumped Swift;344
Rails, gallinules, and coots;Gruiformes;Rallidae;Water rail;Rallus aquaticus;râle d'eau;https://en.wikipedia.org/wiki/Water_rail;https://fr.wikipedia.org/wiki/R%C3%A2le_d%27eau;water_rail;water_rail;Water Rail;DIB-10K_17;1304.Water Rail;2620
Rails, gallinules, and coots;Gruiformes;Rallidae;Corn crake;Crex crex;râle des genêts;https://en.wikipedia.org/wiki/Corn_crake;https://fr.wikipedia.org/wiki/R%C3%A2le_des_gen%C3%AAts;corn_crake;corn_crake;Corn Crake;DIB-10K_17;1316.Corn Crake;1045
Rails, gallinules, and coots;Gruiformes;Rallidae;Sora;Porzana carolina;marouette de Caroline;https://en.wikipedia.org/wiki/Sora_(bird);https://fr.wikipedia.org/wiki/Marouette_de_Caroline;sora;sora;Sora;DIB-10K_17;1348.Sora;2644
Rails, gallinules, and coots;Gruiformes;Rallidae;Spotted crake;Porzana porzana;marouette ponctuée;https://en.wikipedia.org/wiki/Spotted_crake;https://fr.wikipedia.org/wiki/Marouette_ponctu%C3%A9e;spotted_crake;spotted_crake;Spotted Crake;DIB-10K_17;1346.Spotted Crake;2305
Rails, gallinules, and coots;Gruiformes;Rallidae;Eurasian coot;Fulica atra;foulque macroule;https://en.wikipedia.org/wiki/Eurasian_coot;https://fr.wikipedia.org/wiki/Foulque_macroule;eurasian_coot;eurasian_coot;Eurasian Coot;DIB-10K_17;1397.Eurasian Coot;2965
Rails, gallinules, and coots;Gruiformes;Rallidae;Red-knobbed coot;Fulica cristata;foulque à crête;https://en.wikipedia.org/wiki/Red-knobbed_coot;https://fr.wikipedia.org/wiki/Foulque_%C3%A0_cr%C3%AAte;red_knobbed_coot;red_knobbed_coot;Red-knobbed Coot;DIB-10K_17;1395.Red-knobbed Coot;1609
Rails, gallinules, and coots;Gruiformes;Rallidae;Allen's gallinule;Porphyrio alleni;talève d'Allen;https://en.wikipedia.org/wiki/Allen%27s_gallinule;https://fr.wikipedia.org/wiki/Tal%C3%A8ve_d%27Allen;allens_gallinule;allens_gallinule;Allen's Gallinule;DIB-10K_17;1381.Allen's Gallinule;198
Rails, gallinules, and coots;Gruiformes;Rallidae;Western swamphen;Porphyrio porphyrio;talève sultane;https://en.wikipedia.org/wiki/Western_swamphen;https://fr.wikipedia.org/wiki/Tal%C3%A8ve_sultane;western_swamphen;western_swamphen;Western Swamphen;DIB-10K_17;1372.Western Swamphen;2244
Rails, gallinules, and coots;Gruiformes;Rallidae;Little crake;Zapornia parva;marouette poussin;https://en.wikipedia.org/wiki/Little_crake;https://fr.wikipedia.org/wiki/Marouette_poussin;little_crake;little_crake;Little Crake;DIB-10K_17;1344.Little Crake;1105
Rails, gallinules, and coots;Gruiformes;Rallidae;Baillon's crake;Zapornia pusilla;marouette de Baillon;https://en.wikipedia.org/wiki/Baillon%27s_crake;https://fr.wikipedia.org/wiki/Marouette_de_Baillon;baillons_crake;baillons_crake;Baillon's Crake;DIB-10K_17;1345.Baillon's Crake;1447
Cranes;Gruiformes;Gruidae;Demoiselle crane;Grus virgo;grue demoiselle;https://en.wikipedia.org/wiki/Demoiselle_crane;https://fr.wikipedia.org/wiki/Grue_demoiselle;demoiselle_crane;demoiselle_crane;Demoiselle Crane;DIB-10K_18;1418.Demoiselle Crane;2479
Cranes;Gruiformes;Gruidae;Sandhill crane;Antigone canadensis;grue du Canada;https://en.wikipedia.org/wiki/Sandhill_crane;https://fr.wikipedia.org/wiki/Grue_du_Canada;sandhill_crane;sandhill_crane;Sandhill Crane;DIB-10K_18;1412.Sandhill Crane;2635
Cranes;Gruiformes;Gruidae;Common crane;Grus grus;grue cendrée;https://en.wikipedia.org/wiki/Common_crane;https://fr.wikipedia.org/wiki/Grue_cendr%C3%A9e;common_crane;common_crane;Common Crane;DIB-10K_18;1421.Common Crane;2246
Stilts and avocets;Charadriiformes;Recurvirostridae;Black-winged stilt;Himantopus himantopus;échasse blanche;https://en.wikipedia.org/wiki/Black-winged_stilt;https://fr.wikipedia.org/wiki/%C3%89chasse_blanche;black_winged_stilt;black_winged_stilt;Black-winged Stilt;DIB-10K_19;1469.Black-winged Stilt;2934
Stilts and avocets;Charadriiformes;Recurvirostridae;Pied avocet;Recurvirostra avosetta;avocette élégante;https://en.wikipedia.org/wiki/Pied_avocet;https://fr.wikipedia.org/wiki/Avocette_%C3%A9l%C3%A9gante;pied_avocet;pied_avocet;Pied Avocet;DIB-10K_19;1475.Pied Avocet;2805
Oystercatchers;Charadriiformes;Haematopodidae;Eurasian oystercatcher;Haematopus ostralegus;huîtrier pie;https://en.wikipedia.org/wiki/Eurasian_oystercatcher;https://fr.wikipedia.org/wiki/Hu%C3%AEtrier_pie;eurasian_oystercatcher;eurasian_oystercatcher;Eurasian Oystercatcher;DIB-10K_18;1461.Eurasian Oystercatcher;2786
Plovers and lapwings;Charadriiformes;Charadriidae;European golden-plover;Pluvialis apricaria;pluvier doré;https://en.wikipedia.org/wiki/European_golden-plover;https://fr.wikipedia.org/wiki/Pluvier_dor%C3%A9;european_golden_plover;european_golden_plover;European Golden Plover;DIB-10K_19;1505.European Golden Plover;2526
Plovers and lapwings;Charadriiformes;Charadriidae;American golden-plover;Pluvialis dominica;pluvier bronzé;https://en.wikipedia.org/wiki/American_golden-plover;https://fr.wikipedia.org/wiki/Pluvier_bronz%C3%A9;american_golden_plover;american_golden_plover;American Golden Plover;DIB-10K_19;1507.American Golden Plover;2519
Plovers and lapwings;Charadriiformes;Charadriidae;Pacific golden-plover;Pluvialis fulva;pluvier fauve;https://en.wikipedia.org/wiki/Pacific_golden-plover;https://fr.wikipedia.org/wiki/Pluvier_fauve;pacific_golden_plover;pacific_golden_plover;Pacific Golden Plover;DIB-10K_19;1506.Pacific Golden Plover;2840
Plovers and lapwings;Charadriiformes;Charadriidae;Northern lapwing;Vanellus vanellus;vanneau huppé;https://en.wikipedia.org/wiki/Northern_lapwing;https://fr.wikipedia.org/wiki/Vanneau_hupp%C3%A9;northern_lapwing;northern_lapwing;Northern Lapwing;DIB-10K_19;1479.Northern Lapwing;2922
Plovers and lapwings;Charadriiformes;Charadriidae;Spur-winged lapwing;Vanellus spinosus;vanneau éperonné;https://en.wikipedia.org/wiki/Spur-winged_lapwing;https://fr.wikipedia.org/wiki/Vanneau_%C3%A9peronn%C3%A9;spur_winged_lapwing;spur_winged_lapwing;Spur-winged Lapwing;DIB-10K_19;1482.Spur-winged Lapwing;2195
Plovers and lapwings;Charadriiformes;Charadriidae;Sociable lapwing;Vanellus gregarius;vanneau sociable;https://en.wikipedia.org/wiki/Sociable_lapwing;https://fr.wikipedia.org/wiki/Vanneau_sociable;sociable_lapwing;sociable_lapwing;Sociable Lapwing;DIB-10K_19;1498.Sociable Lapwing;549
Plovers and lapwings;Charadriiformes;Charadriidae;White-tailed lapwing;Vanellus leucurus;vanneau à queue blanche;https://en.wikipedia.org/wiki/White-tailed_lapwing;https://fr.wikipedia.org/wiki/Vanneau_%C3%A0_queue_blanche;white_tailed_lapwing;white_tailed_lapwing;White-tailed Lapwing;DIB-10K_19;1499.White-tailed Lapwing;636
Plovers and lapwings;Charadriiformes;Charadriidae;Lesser sand-plover;Charadrius mongolus;pluvier de Mongolie;https://en.wikipedia.org/wiki/Lesser_sand-plover;https://fr.wikipedia.org/wiki/Pluvier_de_Mongolie;lesser_sand_plover;lesser_sand_plover;Lesser Sand Plover;DIB-10K_20;1533.Lesser Sand Plover;1809
Plovers and lapwings;Charadriiformes;Charadriidae;Greater sand-plover;Charadrius leschenaultii;pluvier de Leschenault;https://en.wikipedia.org/wiki/Greater_sand-plover;https://fr.wikipedia.org/wiki/Pluvier_de_Leschenault;greater_sand_plover;greater_sand_plover;Greater Sand Plover;DIB-10K_20;1534.Greater Sand Plover;1603
Plovers and lapwings;Charadriiformes;Charadriidae;Caspian plover;Charadrius asiaticus;pluvier asiatique;https://en.wikipedia.org/wiki/Caspian_plover;https://fr.wikipedia.org/wiki/Pluvier_asiatique;caspian_plover;caspian_plover;Caspian Plover;DIB-10K_20;1535.Caspian Plover;364
Plovers and lapwings;Charadriiformes;Charadriidae;Kittlitz's plover;Charadrius pecuarius;pluvier pâtre;https://en.wikipedia.org/wiki/Kittlitz%27s_plover;https://fr.wikipedia.org/wiki/Pluvier_p%C3%A2tre;kittlitzs_plover;kittlitzs_plover;Kittlitz's Plover;DIB-10K_20;1518.Kittlitz's Plover;746
Plovers and lapwings;Charadriiformes;Charadriidae;Kentish plover;Charadrius alexandrinus;pluvier à collier interrompu;https://en.wikipedia.org/wiki/Kentish_plover;https://fr.wikipedia.org/wiki/Pluvier_%C3%A0_collier_interrompu;kentish_plover;kentish_plover;Kentish Plover;DIB-10K_20;1523.Kentish Plover;2896
Plovers and lapwings;Charadriiformes;Charadriidae;Common ringed plover;Charadrius hiaticula;pluvier grand-gravelot;https://en.wikipedia.org/wiki/Common_ringed_plover;https://fr.wikipedia.org/wiki/Pluvier_grand-gravelot;common_ringed_plover;common_ringed_plover;Common Ringed Plover;DIB-10K_19;1510.Common Ringed Plover;2691
Plovers and lapwings;Charadriiformes;Charadriidae;Semipalmated plover;Charadrius semipalmatus;pluvier grand-semipalmé;https://en.wikipedia.org/wiki/Semipalmated_plover;https://fr.wikipedia.org/wiki/Pluvier_semipalm%C3%A9;semipalmated_plover;semipalmated_plover;Semipalmated Plover;DIB-10K_19;1511.Semipalmated Plover;2875
Plovers and lapwings;Charadriiformes;Charadriidae;Killdeer;Charadrius vociferus;pluvier kildir;https://en.wikipedia.org/wiki/Killdeer;https://fr.wikipedia.org/wiki/Pluvier_kildir;killdeer;killdeer;Killdeer;DIB-10K_20;1515.Killdeer;2829
Plovers and lapwings;Charadriiformes;Charadriidae;Eurasian dotterel;Charadrius morinellus;pluvier guignard;https://en.wikipedia.org/wiki/Eurasian_dotterel;https://fr.wikipedia.org/wiki/Pluvier_guignard;eurasian_dotterel;eurasian_dotterel;Eurasian Dotterel;DIB-10K_20;1537.Eurasian Dotterel;1704
Sandpipers and allies;Charadriiformes;Scolopacidae;Upland sandpiper;Bartramia longicauda;maubèche des champs;https://en.wikipedia.org/wiki/Upland_sandpiper;https://fr.wikipedia.org/wiki/Maub%C3%A8che_des_champs;upland_sandpiper;upland_sandpiper;Upland Sandpiper;DIB-10K_20;1563.Upland Sandpiper;1659
Sandpipers and allies;Charadriiformes;Scolopacidae;Hudsonian whimbrel;Numenius hudsonicus;courlis hudsonien;https://en.wikipedia.org/wiki/Hudsonian_whimbrel;https://fr.wikipedia.org/wiki/Courlis_hudsonien;hudsonian_whimbrel;hudsonian_whimbrel;Hudsonian Whimbrel;DIB-10K_70;10932.Hudsonian Whimbrel;543
Sandpipers and allies;Charadriiformes;Scolopacidae;Slender-billed curlew;Numenius tenuirostris;courlis à bec grêle;https://en.wikipedia.org/wiki/Slender-billed_curlew;https://fr.wikipedia.org/wiki/Courlis_%C3%A0_bec_gr%C3%AAle;slender_billed_curlew;slender_billed_curlew;Slender-billed Curlew;DIB-10K_20;1570.Slender-billed Curlew;101
Sandpipers and allies;Charadriiformes;Scolopacidae;Eurasian curlew;Numenius arquata;courlis cendré;https://en.wikipedia.org/wiki/Eurasian_curlew;https://fr.wikipedia.org/wiki/Courlis_cendr%C3%A9;eurasian_curlew;eurasian_curlew;Eurasian Curlew;DIB-10K_20;1571.Eurasian Curlew;2667
Sandpipers and allies;Charadriiformes;Scolopacidae;Black-tailed godwit;Limosa limosa;barge à queue noire;https://en.wikipedia.org/wiki/Black-tailed_godwit;https://fr.wikipedia.org/wiki/Barge_%C3%A0_queue_noire;black_tailed_godwit;black_tailed_godwit;Black-tailed Godwit;DIB-10K_21;1573.Black-tailed Godwit;2893
Sandpipers and allies;Charadriiformes;Scolopacidae;Ruddy turnstone;Arenaria interpres;tournepierre à collier;https://en.wikipedia.org/wiki/Ruddy_turnstone;https://fr.wikipedia.org/wiki/Tournepierre_%C3%A0_collier;ruddy_turnstone;ruddy_turnstone;Ruddy Turnstone;DIB-10K_21;1576.Ruddy Turnstone;2873
Sandpipers and allies;Charadriiformes;Scolopacidae;Red knot;Calidris canutus;bécasseau maubèche;https://en.wikipedia.org/wiki/Red_knot;https://fr.wikipedia.org/wiki/B%C3%A9casseau_maub%C3%A8che;red_knot;red_knot;Red Knot;DIB-10K_21;1583.Red Knot;2599
Sandpipers and allies;Charadriiformes;Scolopacidae;Ruff;Calidris pugnax;combattant varié;https://en.wikipedia.org/wiki/Ruff_(bird);https://fr.wikipedia.org/wiki/Combattant_vari%C3%A9;ruff;ruff;Ruff;DIB-10K_21;1585.Ruff;2452
Sandpipers and allies;Charadriiformes;Scolopacidae;Broad-billed sandpiper;Calidris falcinellus;bécasseau falcinelle;https://en.wikipedia.org/wiki/Broad-billed_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_falcinelle;broad_billed_sandpiper;broad_billed_sandpiper;Broad-billed Sandpiper;DIB-10K_21;1586.Broad-billed Sandpiper;643
Sandpipers and allies;Charadriiformes;Scolopacidae;Sharp-tailed sandpiper;Calidris acuminata;bécasseau à queue pointue;https://en.wikipedia.org/wiki/Sharp-tailed_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_queue_pointue;sharp_tailed_sandpiper;sharp_tailed_sandpiper;Sharp-tailed Sandpiper;DIB-10K_21;1587.Sharp-tailed Sandpiper;2009
Sandpipers and allies;Charadriiformes;Scolopacidae;Stilt sandpiper;Calidris himantopus;bécasseau à échasses;https://en.wikipedia.org/wiki/Stilt_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_%C3%A9chasses;stilt_sandpiper;stilt_sandpiper;Stilt Sandpiper;DIB-10K_21;1588.Stilt Sandpiper;1984
Sandpipers and allies;Charadriiformes;Scolopacidae;Curlew sandpiper;Calidris ferruginea;bécasseau cocorli;https://en.wikipedia.org/wiki/Curlew_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_cocorli;curlew_sandpiper;curlew_sandpiper;Curlew Sandpiper;DIB-10K_21;1589.Curlew Sandpiper;3019
Sandpipers and allies;Charadriiformes;Scolopacidae;Temminck's stint;Calidris temminckii;bécasseau de Temminck;https://en.wikipedia.org/wiki/Temminck%27s_stint;https://fr.wikipedia.org/wiki/B%C3%A9casseau_de_Temminck;temmincks_stint;temmincks_stint;Temminck's Stint;DIB-10K_21;1590.Temminck's Stint;2091
Sandpipers and allies;Charadriiformes;Scolopacidae;Long-toed stint;Calidris subminuta;bécasseau à longs doigts;https://en.wikipedia.org/wiki/Long-toed_stint;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_longs_doigts;long_toed_stint;long_toed_stint;Long-toed Stint;DIB-10K_21;1591.Long-toed Stint;1059
Sandpipers and allies;Charadriiformes;Scolopacidae;Red-necked stint;Calidris ruficollis;bécasseau à cou roux;https://en.wikipedia.org/wiki/Red-necked_stint;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_col_roux;red_necked_stint;red_necked_stint;Red-necked Stint;DIB-10K_21;1593.Red-necked Stint;1944
Sandpipers and allies;Charadriiformes;Scolopacidae;Sanderling;Calidris alba;bécasseau sanderling;https://en.wikipedia.org/wiki/Sanderling;https://fr.wikipedia.org/wiki/B%C3%A9casseau_sanderling;sanderling;sanderling;Sanderling;DIB-10K_21;1594.Sanderling;2692
Sandpipers and allies;Charadriiformes;Scolopacidae;Dunlin;Calidris alpina;bécasseau variable;https://en.wikipedia.org/wiki/Dunlin;https://fr.wikipedia.org/wiki/B%C3%A9casseau_variable;dunlin;dunlin;Dunlin;DIB-10K_21;1595.Dunlin;2802
Sandpipers and allies;Charadriiformes;Scolopacidae;Purple sandpiper;Calidris maritima;bécasseau violet;https://en.wikipedia.org/wiki/Purple_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_violet;purple_sandpiper;purple_sandpiper;Purple Sandpiper;DIB-10K_21;1597.Purple Sandpiper;2722
Sandpipers and allies;Charadriiformes;Scolopacidae;Baird's sandpiper;Calidris bairdii;bécasseau de Baird;https://en.wikipedia.org/wiki/Baird%27s_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_de_Baird;bairds_sandpiper;bairds_sandpiper;Baird's Sandpiper;DIB-10K_21;1598.Baird's Sandpiper;2243
Sandpipers and allies;Charadriiformes;Scolopacidae;Little stint;Calidris minuta;bécasseau minute;https://en.wikipedia.org/wiki/Little_stint;https://fr.wikipedia.org/wiki/B%C3%A9casseau_minute;little_stint;little_stint;Little Stint;DIB-10K_21;1599.Little Stint;2913
Sandpipers and allies;Charadriiformes;Scolopacidae;Least sandpiper;Calidris minutilla;bécasseau minuscule;https://en.wikipedia.org/wiki/Least_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_minuscule;least_sandpiper;least_sandpiper;Least Sandpiper;DIB-10K_21;1600.Least Sandpiper;2760
Sandpipers and allies;Charadriiformes;Scolopacidae;White-rumped sandpiper;Calidris fuscicollis;bécasseau à croupion blanc;https://en.wikipedia.org/wiki/White-rumped_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_croupion_blanc;white_rumped_sandpiper;white_rumped_sandpiper;White-rumped Sandpiper;DIB-10K_21;1601.White-rumped Sandpiper;2448
Sandpipers and allies;Charadriiformes;Scolopacidae;Buff-breasted sandpiper;Calidris subruficollis;bécasseau rousset;https://en.wikipedia.org/wiki/Buff-breasted_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_rouss%C3%A2tre;buff_breasted_sandpiper;buff_breasted_sandpiper;Buff-breasted Sandpiper;DIB-10K_21;1602.Buff-breasted Sandpiper;1130
Sandpipers and allies;Charadriiformes;Scolopacidae;Pectoral sandpiper;Calidris melanotos;bécasseau tacheté;https://en.wikipedia.org/wiki/Pectoral_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_poitrine_cendr%C3%A9e;pectoral_sandpiper;pectoral_sandpiper;Pectoral Sandpiper;DIB-10K_21;1603.Pectoral Sandpiper;2886
Sandpipers and allies;Charadriiformes;Scolopacidae;Semipalmated sandpiper;Calidris pusilla;bécasseau semipalmé;https://en.wikipedia.org/wiki/Semipalmated_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_semipalm%C3%A9;semipalmated_sandpiper;semipalmated_sandpiper;Semipalmated Sandpiper;DIB-10K_21;1604.Semipalmated Sandpiper;2774
Sandpipers and allies;Charadriiformes;Scolopacidae;Western sandpiper;Calidris mauri;bécasseau d'Alaska;https://en.wikipedia.org/wiki/Western_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_d%27Alaska;western_sandpiper;western_sandpiper;Western Sandpiper;DIB-10K_21;1605.Western Sandpiper;2701
Sandpipers and allies;Charadriiformes;Scolopacidae;Long-billed dowitcher;Limnodromus scolopaceus;bécassin à long bec;https://en.wikipedia.org/wiki/Long-billed_dowitcher;https://fr.wikipedia.org/wiki/B%C3%A9cassin_%C3%A0_long_bec;long_billed_dowitcher;long_billed_dowitcher;Long-billed Dowitcher;DIB-10K_21;1607.Long-billed Dowitcher;2744
Sandpipers and allies;Charadriiformes;Scolopacidae;Jack snipe;Lymnocryptes minimus;bécassine sourde;https://en.wikipedia.org/wiki/Jack_snipe;https://fr.wikipedia.org/wiki/B%C3%A9cassine_sourde;jack_snipe;jack_snipe;Jack Snipe;DIB-10K_22;1622.Jack Snipe;936
Sandpipers and allies;Charadriiformes;Scolopacidae;Eurasian woodcock;Scolopax rusticola;bécasse des bois;https://en.wikipedia.org/wiki/Eurasian_woodcock;https://fr.wikipedia.org/wiki/B%C3%A9casse_des_bois;eurasian_woodcock;eurasian_woodcock;Eurasian Woodcock;DIB-10K_22;1609.Eurasian Woodcock;974
Sandpipers and allies;Charadriiformes;Scolopacidae;American woodcock;Scolopax minor;bécasse d'Amérique;https://en.wikipedia.org/wiki/American_woodcock;https://fr.wikipedia.org/wiki/B%C3%A9casse_d%27Am%C3%A9rique;american_woodcock;american_woodcock;American Woodcock;DIB-10K_22;1616.American Woodcock;1257
Sandpipers and allies;Charadriiformes;Scolopacidae;Great snipe;Gallinago media;bécassine double;https://en.wikipedia.org/wiki/Great_snipe;https://fr.wikipedia.org/wiki/B%C3%A9cassine_double;great_snipe;great_snipe;Great Snipe;DIB-10K_22;1630.Great Snipe;650
Sandpipers and allies;Charadriiformes;Scolopacidae;Common snipe;Gallinago gallinago;bécassine des marais;https://en.wikipedia.org/wiki/Common_snipe;https://fr.wikipedia.org/wiki/B%C3%A9cassine_des_marais;common_snipe;common_snipe;Common Snipe;DIB-10K_22;1631.Common Snipe;2779
Sandpipers and allies;Charadriiformes;Scolopacidae;Wilson's snipe;Gallinago delicata;bécassine de Wilson;https://en.wikipedia.org/wiki/Wilson%27s_snipe;https://fr.wikipedia.org/wiki/B%C3%A9cassine_de_Wilson;wilsons_snipe;wilsons_snipe;Wilson's Snipe;DIB-10K_22;1632.Wilson's Snipe;2323
Sandpipers and allies;Charadriiformes;Scolopacidae;Terek sandpiper;Xenus cinereus;chevalier bargette;https://en.wikipedia.org/wiki/Terek_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_bargette;terek_sandpiper;terek_sandpiper;Terek Sandpiper;DIB-10K_22;1640.Terek Sandpiper;1674
Sandpipers and allies;Charadriiformes;Scolopacidae;Wilson's phalarope;Phalaropus tricolor;phalarope de Wilson;https://en.wikipedia.org/wiki/Wilson%27s_phalarope;https://fr.wikipedia.org/wiki/Phalarope_de_Wilson;wilsons_phalarope;wilsons_phalarope;Wilson's Phalarope;DIB-10K_22;1641.Wilson's Phalarope;2658
Sandpipers and allies;Charadriiformes;Scolopacidae;Red-necked phalarope;Phalaropus lobatus;phalarope à bec étroit;https://en.wikipedia.org/wiki/Red-necked_phalarope;https://fr.wikipedia.org/wiki/Phalarope_%C3%A0_bec_%C3%A9troit;red_necked_phalarope;red_necked_phalarope;Red-necked Phalarope;DIB-10K_22;1642.Red-necked Phalarope;3016
Sandpipers and allies;Charadriiformes;Scolopacidae;Red phalarope;Phalaropus fulicaria;phalarope à bec large;https://en.wikipedia.org/wiki/Red_phalarope;https://fr.wikipedia.org/wiki/Phalarope_%C3%A0_bec_large;red_phalarope;red_phalarope;Red Phalarope;DIB-10K_22;1643.Red Phalarope;2673
Sandpipers and allies;Charadriiformes;Scolopacidae;Common sandpiper;Actitis hypoleucos;chevalier guignette;https://en.wikipedia.org/wiki/Common_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_guignette;common_sandpiper;common_sandpiper;Common Sandpiper;DIB-10K_22;1644.Common Sandpiper;2991
Sandpipers and allies;Charadriiformes;Scolopacidae;Spotted sandpiper;Actitis macularius;chevalier grivelé;https://en.wikipedia.org/wiki/Spotted_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_grivel%C3%A9;spotted_sandpiper;spotted_sandpiper;Spotted Sandpiper;DIB-10K_22;1645.Spotted Sandpiper;2765
Sandpipers and allies;Charadriiformes;Scolopacidae;Green sandpiper;Tringa ochropus;chevalier cul-blanc;https://en.wikipedia.org/wiki/Green_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_cul-blanc;green_sandpiper;green_sandpiper;Green Sandpiper;DIB-10K_22;1646.Green Sandpiper;3011
Sandpipers and allies;Charadriiformes;Scolopacidae;Solitary sandpiper;Tringa solitaria;chevalier solitaire;https://en.wikipedia.org/wiki/Solitary_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_solitaire;solitary_sandpiper;solitary_sandpiper;Solitary Sandpiper;DIB-10K_22;1647.Solitary Sandpiper;2872
Sandpipers and allies;Charadriiformes;Scolopacidae;Grey-tailed tattler;Tringa brevipes;;https://en.wikipedia.org/wiki/Grey-tailed_tattler;https://fr.wikipedia.org/wiki/Chevalier_solitaire;grey_tailed_tattler;grey_tailed_tattler;Grey-tailed Tattler;DIB-10K_22;1649.Grey-tailed Tattler;1278
Sandpipers and allies;Charadriiformes;Scolopacidae;Spotted redshank;Tringa erythropus;chevalier arlequin;https://en.wikipedia.org/wiki/Spotted_redshank;https://fr.wikipedia.org/wiki/Chevalier_arlequin;spotted_redshank;spotted_redshank;Spotted Redshank;DIB-10K_22;1655.Spotted Redshank;3023
Sandpipers and allies;Charadriiformes;Scolopacidae;Greater yellowlegs;Tringa melanoleuca;chevalier criard;https://en.wikipedia.org/wiki/Greater_yellowlegs;https://fr.wikipedia.org/wiki/Grand_Chevalier;greater_yellowlegs;greater_yellowlegs;Greater Yellowlegs;DIB-10K_22;1658.Greater Yellowlegs;2700
Sandpipers and allies;Charadriiformes;Scolopacidae;Common greenshank;Tringa nebularia;chevalier aboyeur;https://en.wikipedia.org/wiki/Common_greenshank;https://fr.wikipedia.org/wiki/Chevalier_aboyeur;common_greenshank;common_greenshank;Common Greenshank;DIB-10K_22;1656.Common Greenshank;2859
Sandpipers and allies;Charadriiformes;Scolopacidae;Willet;Tringa semipalmata;chevalier semipalmé;https://en.wikipedia.org/wiki/Willet;https://fr.wikipedia.org/wiki/Chevalier_semipalm%C3%A9;willet;willet;Willet;DIB-10K_22;1651.Willet;2938
Sandpipers and allies;Charadriiformes;Scolopacidae;Lesser yellowlegs;Tringa flavipes;chevalier à pattes jaunes;https://en.wikipedia.org/wiki/Lesser_yellowlegs;https://fr.wikipedia.org/wiki/Petit_Chevalier;lesser_yellowlegs;lesser_yellowlegs;Lesser Yellowlegs;DIB-10K_22;1650.Lesser Yellowlegs;2855
Sandpipers and allies;Charadriiformes;Scolopacidae;Marsh sandpiper;Tringa stagnatilis;chevalier stagnatile;https://en.wikipedia.org/wiki/Marsh_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_stagnatile;marsh_sandpiper;marsh_sandpiper;Marsh Sandpiper;DIB-10K_22;1653.Marsh Sandpiper;2358
Sandpipers and allies;Charadriiformes;Scolopacidae;Wood sandpiper;Tringa glareola;chevalier sylvain;https://en.wikipedia.org/wiki/Wood_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_sylvain;wood_sandpiper;wood_sandpiper;Wood Sandpiper;DIB-10K_22;1654.Wood Sandpiper;2944
Sandpipers and allies;Charadriiformes;Scolopacidae;Common redshank;Tringa totanus;chevalier gambette;https://en.wikipedia.org/wiki/Common_redshank;https://fr.wikipedia.org/wiki/Chevalier_gambette;common_redshank;common_redshank;Common Redshank;DIB-10K_22;1652.Common Redshank;2853
Pratincoles and coursers;Charadriiformes;Glareolidae;Cream-colored courser;Cursorius cursor;courvite isabelle;https://en.wikipedia.org/wiki/Cream-colored_courser;https://fr.wikipedia.org/wiki/Courvite_isabelle;cream_colored_courser;cream_colored_courser;Cream-colored Courser;DIB-10K_22;1659.Cream-colored Courser;759
Pratincoles and coursers;Charadriiformes;Glareolidae;Collared pratincole;Glareola pratincola;glaréole à collier;https://en.wikipedia.org/wiki/Collared_pratincole;https://fr.wikipedia.org/wiki/Glar%C3%A9ole_%C3%A0_collier;collared_pratincole;collared_pratincole;Collared Pratincole;DIB-10K_22;1669.Collared Pratincole;1850
